date,value
10/30/2019,144.61
10/31/2019,143.37
11/1/2019,143.72
11/4/2019,144.55
11/5/2019,144.46
11/6/2019,144.06
11/7/2019,144.26
11/8/2019,145.96
11/11/2019,146.11
11/12/2019,147.07
11/13/2019,147.31
11/14/2019,148.06
11/15/2019,149.97
11/18/2019,150.34
11/19/2019,150.39
11/20/2019,149.62
11/21/2019,149.48
11/22/2019,149.59
11/25/2019,151.23
11/26/2019,152.03
11/27/2019,152.32
11/29/2019,151.38
12/2/2019,149.55
12/3/2019,149.31
12/4/2019,149.85
12/5/2019,149.93
12/6/2019,151.75
12/9/2019,151.36
12/10/2019,151.13
12/11/2019,151.7
12/12/2019,153.24
12/13/2019,154.53
12/16/2019,155.53
12/17/2019,154.69
12/18/2019,154.37
12/19/2019,155.71
12/20/2019,157.41
12/23/2019,157.41
12/24/2019,157.38
12/26/2019,158.67
12/27/2019,158.96
12/30/2019,157.59
12/31/2019,157.7
1/2/2020,160.62
1/3/2020,158.62
1/6/2020,159.03
1/7/2020,157.58
1/8/2020,160.09
1/9/2020,162.09
1/10/2020,161.34
1/13/2020,163.28
1/14/2020,162.13
1/15/2020,163.18
1/16/2020,166.17
1/17/2020,167.1
1/21/2020,166.5
1/22/2020,165.7
1/23/2020,166.72
1/24/2020,165.04
1/27/2020,162.28
1/28/2020,165.46
1/29/2020,168.04
1/30/2020,172.78
1/31/2020,170.23
2/3/2020,174.38
2/4/2020,180.12
2/5/2020,179.9
2/6/2020,183.63
2/7/2020,183.89
2/10/2020,188.7
2/11/2020,184.44
2/12/2020,184.71
2/13/2020,183.71
2/14/2020,185.35
2/18/2020,187.23
2/19/2020,187.28
2/20/2020,184.42
2/21/2020,178.59
2/24/2020,170.89
2/25/2020,168.07
2/26/2020,170.17
2/27/2020,158.18
2/28/2020,162.01
3/2/2020,172.79
3/3/2020,164.51
3/4/2020,170.55
3/5/2020,166.27
3/6/2020,161.57
3/9/2020,150.62
3/10/2020,160.92
3/11/2020,153.63
3/12/2020,139.06
3/13/2020,158.83
3/16/2020,135.42
3/17/2020,146.57
3/18/2020,140.4
3/19/2020,142.71
3/20/2020,137.35
3/23/2020,135.98
3/24/2020,148.34
3/25/2020,146.92
3/26/2020,156.11
3/27/2020,149.7
3/30/2020,160.23
3/31/2020,157.71
4/1/2020,152.11
4/2/2020,155.26
4/3/2020,153.83
4/6/2020,165.27
4/7/2020,163.49
4/8/2020,165.13
4/9/2020,165.14
4/13/2020,165.51
4/14/2020,173.7
4/15/2020,171.88
4/16/2020,177.04
4/17/2020,178.6
4/20/2020,175.06
4/21/2020,167.82
4/22/2020,173.52
4/23/2020,171.42
4/24/2020,174.55
4/27/2020,174.05
4/28/2020,169.81
4/29/2020,177.43
4/30/2020,179.21
5/1/2020,174.57
5/4/2020,178.84
5/5/2020,180.76
5/6/2020,182.54
5/7/2020,183.6
5/8/2020,184.68
5/11/2020,186.74
5/12/2020,182.51
5/13/2020,179.75
5/14/2020,180.53
5/15/2020,183.16
5/18/2020,184.91
5/19/2020,183.63
5/20/2020,185.66
5/21/2020,183.43
5/22/2020,183.51
5/26/2020,181.57
5/27/2020,181.81
5/28/2020,181.4
5/29/2020,183.25
6/1/2020,182.83
6/2/2020,184.91
6/3/2020,185.36
6/4/2020,182.92
6/5/2020,187.2
6/8/2020,188.36
6/9/2020,189.8
6/10/2020,196.84
6/11/2020,186.27
6/12/2020,187.74
6/15/2020,188.94
6/16/2020,193.57
6/17/2020,194.24
6/18/2020,196.32
6/19/2020,195.15
6/22/2020,200.57
6/23/2020,201.91
6/24/2020,197.84
6/25/2020,200.34
6/26/2020,196.33
6/29/2020,198.44
6/30/2020,203.51
7/1/2020,204.7
7/2/2020,206.26
7/6/2020,210.7
7/7/2020,208.25
7/8/2020,212.83
7/9/2020,214.32
7/10/2020,213.67
7/13/2020,207.07
7/14/2020,208.35
7/15/2020,208.04
7/16/2020,203.92
7/17/2020,202.88
7/20/2020,211.6
7/21/2020,208.75
7/22/2020,211.75
7/23/2020,202.54
7/24/2020,201.3
7/27/2020,203.85
7/28/2020,202.02
7/29/2020,204.06
7/30/2020,203.9
7/31/2020,205.01
8/3/2020,216.54
8/4/2020,213.29
8/5/2020,212.94
8/6/2020,216.35
8/7/2020,212.48
8/10/2020,208.25
8/11/2020,203.38
8/12/2020,209.19
8/13/2020,208.7
8/14/2020,208.9
8/17/2020,210.28
8/18/2020,211.49
8/19/2020,209.7
8/20/2020,214.58
8/21/2020,213.02
8/24/2020,213.69
8/25/2020,216.47
8/26/2020,221.15
8/27/2020,226.58
8/28/2020,228.91
8/31/2020,225.53
9/1/2020,227.27
9/2/2020,231.65
9/3/2020,217.3
9/4/2020,214.25
9/8/2020,202.66
9/9/2020,211.29
9/10/2020,205.37
9/11/2020,204.03
9/14/2020,205.41
9/15/2020,208.78
9/16/2020,205.05
9/17/2020,202.91
9/18/2020,200.39
9/21/2020,202.54
9/22/2020,207.42
9/23/2020,200.59
9/24/2020,203.19
9/25/2020,207.82
9/28/2020,209.44
9/29/2020,207.26
9/30/2020,210.33
10/1/2020,212.46
10/2/2020,206.19
10/5/2020,210.38
10/6/2020,205.91
10/7/2020,209.83
10/8/2020,210.58
10/9/2020,215.81
10/12/2020,221.4
10/13/2020,222.86
10/14/2020,220.86
10/15/2020,219.66
10/16/2020,219.66
10/19/2020,214.22
10/20/2020,214.65
10/21/2020,214.8
10/22/2020,214.89
10/23/2020,216.23
10/26/2020,210.08
10/27/2020,213.25
10/28/2020,202.68
10/29/2020,204.72
10/30/2020,202.47
11/2/2020,202.33
11/3/2020,206.43
11/4/2020,216.39
11/5/2020,223.29
11/6/2020,223.72
11/9/2020,218.39
11/10/2020,211.01
11/11/2020,216.55
11/12/2020,215.44
11/13/2020,216.51
11/16/2020,217.23
11/17/2020,214.46
11/18/2020,211.08
11/19/2020,212.42
11/20/2020,210.39
11/23/2020,210.11
11/24/2020,213.86
11/25/2020,213.87
11/27/2020,215.23
11/30/2020,214.07
12/1/2020,216.21
12/2/2020,215.37
12/3/2020,214.24
12/4/2020,214.36
12/7/2020,214.29
12/8/2020,216.01
12/9/2020,211.8
12/10/2020,210.52
12/11/2020,213.26
12/14/2020,214.2
12/15/2020,214.13
12/16/2020,219.28
12/17/2020,219.42
12/18/2020,218.59
12/21/2020,222.59
12/22/2020,223.94
12/23/2020,221.02
12/24/2020,222.75
12/28/2020,224.96
12/29/2020,224.15
12/30/2020,221.68
12/31/2020,222.42
1/4/2021,217.69
1/5/2021,217.9
1/6/2021,212.25
1/7/2021,218.29
1/8/2021,219.62
1/11/2021,217.49
1/12/2021,214.93
1/13/2021,216.34
1/14/2021,213.02
1/15/2021,212.65
1/19/2021,216.44
1/20/2021,224.34
1/21/2021,224.97
1/22/2021,225.95
1/25/2021,229.53
1/26/2021,232.33
1/27/2021,232.9
1/28/2021,238.93
1/29/2021,231.96
2/1/2021,239.65
2/2/2021,239.51
2/3/2021,243
2/4/2021,242.01
2/5/2021,242.2
2/8/2021,242.47
2/9/2021,243.77
2/10/2021,242.82
2/11/2021,244.49
2/12/2021,244.99
2/16/2021,243.7
2/17/2021,244.2
2/18/2021,243.79
2/19/2021,240.97
2/22/2021,234.51
2/23/2021,233.27
2/24/2021,234.55
2/25/2021,228.99
2/26/2021,232.38
3/1/2021,236.94
3/2/2021,233.87
3/3/2021,227.56
3/4/2021,226.73
3/5/2021,231.6
3/8/2021,227.39
3/9/2021,233.78
3/10/2021,232.42
3/11/2021,237.13
3/12/2021,235.75
3/15/2021,234.81
3/16/2021,237.71
3/17/2021,237.04
3/18/2021,230.72
3/19/2021,230.35
3/22/2021,235.99
3/23/2021,237.58
3/24/2021,235.46
3/25/2021,232.34
3/26/2021,236.48
3/29/2021,235.24
3/30/2021,231.85
3/31/2021,235.77
4/1/2021,242.35
4/5/2021,249.07
4/6/2021,247.86
4/7/2021,249.9
4/8/2021,253.25
4/9/2021,255.85
4/12/2021,255.91
4/13/2021,258.49
4/14/2021,255.59
4/15/2021,259.5
4/16/2021,260.74
4/19/2021,258.74
4/20/2021,258.26
4/21/2021,260.58
4/22/2021,257.17
4/23/2021,261.15
4/26/2021,261.55
4/27/2021,261.97
4/28/2021,254.56
4/29/2021,252.51
4/30/2021,252.18
5/3/2021,251.86
5/4/2021,247.79
5/5/2021,246.47
5/6/2021,249.73
5/7/2021,252.46
5/10/2021,247.18
5/11/2021,246.23
5/12/2021,239
5/13/2021,243.03
5/14/2021,248.15
5/17/2021,245.18
5/18/2021,243.08
5/19/2021,243.12
5/20/2021,246.48
5/21/2021,245.17
5/24/2021,250.78
5/25/2021,251.72
5/26/2021,251.49
5/27/2021,249.31
5/28/2021,249.68
6/1/2021,247.4
6/2/2021,247.3
6/3/2021,245.71
6/4/2021,250.79
6/7/2021,253.81
6/8/2021,252.57
6/9/2021,253.59
6/10/2021,257.24
6/11/2021,257.89
6/14/2021,259.89
6/15/2021,258.36
6/16/2021,257.38
6/17/2021,260.9
6/18/2021,259.43
6/21/2021,262.63
6/22/2021,265.51
6/23/2021,265.28
6/24/2021,266.69
6/25/2021,265.02
6/28/2021,268.72
6/29/2021,271.4
6/30/2021,270.9
7/1/2021,271.6
7/2/2021,277.65
7/6/2021,277.66
7/7/2021,279.93
7/8/2021,277.42
7/9/2021,277.94
7/12/2021,277.32
7/13/2021,280.98
7/14/2021,282.51
7/15/2021,281.03
7/16/2021,280.75
7/19/2021,277.01
7/20/2021,279.32
7/21/2021,281.4
7/22/2021,286.14
7/23/2021,289.67
7/26/2021,289.05
7/27/2021,286.54
7/28/2021,286.22
7/29/2021,286.5
7/30/2021,284.91
8/2/2021,284.82
8/3/2021,287.12
8/4/2021,286.51
8/5/2021,289.52
8/6/2021,289.46
8/9/2021,288.33
8/10/2021,286.44
8/11/2021,286.95
8/12/2021,289.81
8/13/2021,292.85
8/16/2021,294.6
8/17/2021,293.08
8/18/2021,290.73
8/19/2021,296.77
8/20/2021,304.36
8/23/2021,304.65
8/24/2021,302.62
8/25/2021,302.01
8/26/2021,299.09
8/27/2021,299.72
8/30/2021,303.59
8/31/2021,301.88
9/1/2021,301.83
9/2/2021,301.15
9/3/2021,301.14
9/7/2021,300.18
9/8/2021,300.21
9/9/2021,297.25
9/10/2021,295.71
9/13/2021,296.99
9/14/2021,299.79
9/15/2021,304.82
9/16/2021,305.22
9/17/2021,299.87
9/20/2021,294.3
9/21/2021,294.8
9/22/2021,298.58
9/23/2021,299.56
9/24/2021,299.35
9/27/2021,294.17
9/28/2021,283.52
9/29/2021,284
9/30/2021,281.92
10/1/2021,289.1
10/4/2021,283.11
10/5/2021,288.76
10/6/2021,293.11
10/7/2021,294.85
10/8/2021,294.85
10/11/2021,294.23
10/12/2021,292.88
10/13/2021,296.31
10/14/2021,302.75
10/15/2021,304.21
10/18/2021,307.29
10/19/2021,308.23
10/20/2021,307.41
10/21/2021,310.76
10/22/2021,309.16
10/25/2021,308.13
10/26/2021,310.11
10/27/2021,323.17
10/28/2021,324.35
10/29/2021,331.62
11/1/2021,329.37
11/2/2021,333.13
11/3/2021,334
11/4/2021,336.44
11/5/2021,336.06
11/8/2021,336.99
11/9/2021,335.95
11/10/2021,330.8
11/11/2021,332.43
11/12/2021,336.72
11/15/2021,336.07
11/16/2021,339.51
11/17/2021,339.12
11/18/2021,341.27
11/19/2021,343.11
11/22/2021,339.83
11/23/2021,337.68
11/24/2021,337.91
11/26/2021,329.68
11/29/2021,336.63
11/30/2021,330.59
12/1/2021,330.08
12/2/2021,329.49
12/3/2021,323.01
12/6/2021,326.19
12/7/2021,334.92
12/8/2021,334.97
12/9/2021,333.1
12/10/2021,342.54
12/13/2021,339.4
12/14/2021,328.34
12/15/2021,334.65
12/16/2021,324.9
12/17/2021,323.8
12/20/2021,319.91
12/21/2021,327.29
12/22/2021,333.2
12/23/2021,334.69
12/27/2021,342.45
12/28/2021,341.25
12/29/2021,341.95
12/30/2021,339.32
12/31/2021,336.32
1/3/2022,334.75
1/4/2022,329.01
1/5/2022,316.38
1/6/2022,313.88
1/7/2022,314.04
1/10/2022,314.27
1/11/2022,314.98
1/12/2022,318.27
1/13/2022,304.8
1/14/2022,310.2
1/18/2022,302.65
1/19/2022,303.33
1/20/2022,301.6
1/21/2022,296.03
1/24/2022,296.37
1/25/2022,288.49
1/26/2022,296.71
1/27/2022,299.84
1/28/2022,308.26
1/31/2022,310.98
2/1/2022,308.76
2/2/2022,313.46
2/3/2022,301.25
2/4/2022,305.94
2/7/2022,300.95
2/8/2022,304.56
2/9/2022,311.21
2/10/2022,302.38
2/11/2022,295.04
2/14/2022,295
2/15/2022,300.47
2/16/2022,299.5
2/17/2022,290.73
2/18/2022,287.93
2/22/2022,287.72
2/23/2022,280.27
2/24/2022,294.59
2/25/2022,297.31
2/28/2022,298.79
3/1/2022,294.95
3/2/2022,300.19
3/3/2022,295.92
3/4/2022,289.86
3/7/2022,278.91
3/8/2022,275.85
3/9/2022,288.5
3/10/2022,285.59
3/11/2022,280.07
3/14/2022,276.44
3/15/2022,287.15
3/16/2022,294.39
3/17/2022,295.22
3/18/2022,300.43
3/21/2022,299.16
3/22/2022,304.06
3/23/2022,299.49
3/24/2022,304.1
3/25/2022,303.68
3/28/2022,310.7
3/29/2022,315.41
3/30/2022,313.86
3/31/2022,308.31
4/1/2022,309.42
4/4/2022,314.97
4/5/2022,310.88
4/6/2022,299.5
4/7/2022,301.37
4/8/2022,296.97
4/11/2022,285.26
4/12/2022,282.06
4/13/2022,287.62
4/14/2022,279.83
4/18/2022,280.52
4/19/2022,285.3
4/20/2022,286.36
4/21/2022,280.81
4/22/2022,274.03
4/25/2022,280.72
4/26/2022,270.22
4/27/2022,283.22
4/28/2022,289.63
4/29/2022,277.52
5/2/2022,284.47
5/3/2022,281.78
5/4/2022,289.98
5/5/2022,277.35
5/6/2022,274.73
5/9/2022,264.58
5/10/2022,269.5
5/11/2022,260.55
5/12/2022,255.35
5/13/2022,261.12
5/16/2022,261.5
5/17/2022,266.82
5/18/2022,254.08
5/19/2022,253.14
5/20/2022,252.56
5/23/2022,260.65
5/24/2022,259.62
5/25/2022,262.52
5/26/2022,265.9
5/27/2022,273.24
5/31/2022,271.87
6/1/2022,272.42
6/2/2022,274.58
6/3/2022,270.02
6/6/2022,268.75
6/7/2022,272.5
6/8/2022,270.41
6/9/2022,264.79
6/10/2022,252.99
6/13/2022,242.26
6/14/2022,244.49
6/15/2022,251.76
6/16/2022,244.97
6/17/2022,247.65
6/21/2022,253.74
6/22/2022,253.13
6/23/2022,258.86
6/24/2022,267.7
6/27/2022,264.89
6/28/2022,256.48
6/29/2022,260.26
6/30/2022,256.83
7/1/2022,259.58
7/5/2022,262.85
7/6/2022,266.21
7/7/2022,268.4
7/8/2022,267.66
7/11/2022,264.51
7/12/2022,253.67
7/13/2022,252.72
7/14/2022,254.08
7/15/2022,256.72
7/18/2022,254.25
7/19/2022,259.53
7/20/2022,262.27
7/21/2022,264.84
7/22/2022,260.36
7/25/2022,258.83
7/26/2022,251.9
7/27/2022,268.74
7/28/2022,276.41
7/29/2022,280.74
8/1/2022,278.01
8/2/2022,274.82
8/3/2022,282.47
8/4/2022,283.65
8/5/2022,282.91
8/8/2022,280.32
8/9/2022,282.3
8/10/2022,289.16
8/11/2022,287.02
8/12/2022,291.91
8/15/2022,293.47
8/16/2022,292.71
8/17/2022,291.32
8/18/2022,290.17
8/19/2022,286.15
8/22/2022,277.75
8/23/2022,276.44
8/24/2022,275.79
8/25/2022,278.85
8/26/2022,268.09
8/29/2022,265.23
8/30/2022,262.97
8/31/2022,261.47
9/1/2022,260.4
9/2/2022,256.06
9/6/2022,253.25
9/7/2022,258.09
9/8/2022,258.52
9/9/2022,264.46
9/12/2022,266.65
9/13/2022,251.99
9/14/2022,252.22
9/15/2022,245.38
9/16/2022,244.74
9/19/2022,244.52
9/20/2022,242.45
9/21/2022,238.95
9/22/2022,240.98
9/23/2022,237.92
9/26/2022,237.45
9/27/2022,236.41
9/28/2022,241.07
9/29/2022,237.5
9/30/2022,232.9
10/3/2022,240.74
10/4/2022,248.88
10/5/2022,249.2
10/6/2022,246.79
10/7/2022,234.24
10/10/2022,229.25
10/11/2022,225.41
10/12/2022,225.75
10/13/2022,234.24
10/14/2022,228.56
10/17/2022,237.53
10/18/2022,238.5
10/19/2022,236.48
10/20/2022,236.15
10/21/2022,242.12
10/24/2022,247.25
10/25/2022,250.66
10/26/2022,231.32
10/27/2022,226.75
10/28/2022,235.87
10/31/2022,232.13
11/1/2022,228.17
11/2/2022,220.1
11/3/2022,214.25
11/4/2022,221.39
11/7/2022,227.87
11/8/2022,228.87
11/9/2022,224.51
11/10/2022,242.98
11/11/2022,247.11
11/14/2022,241.55
11/15/2022,241.97
11/16/2022,241.73
11/17/2022,241.68
11/18/2022,241.22
11/21/2022,242.05
11/22/2022,245.03
11/23/2022,247.58
11/25/2022,247.49
11/28/2022,241.76
11/29/2022,240.33
11/30/2022,255.14
12/1/2022,254.69
12/2/2022,255.02
12/5/2022,250.2
12/6/2022,245.12
12/7/2022,244.37
12/8/2022,247.4
12/9/2022,245.42
12/12/2022,252.51
12/13/2022,256.92
12/14/2022,257.22
12/15/2022,249.01
12/16/2022,244.69
12/19/2022,240.45
12/20/2022,241.8
12/21/2022,244.43
12/22/2022,238.19
12/23/2022,238.73
12/27/2022,236.96
12/28/2022,234.53
12/29/2022,241.01
12/30/2022,239.82
1/3/2023,239.58
1/4/2023,229.1
1/5/2023,222.31
1/6/2023,224.93
1/9/2023,227.12
1/10/2023,228.85
1/11/2023,235.77
1/12/2023,238.51
1/13/2023,239.23
1/17/2023,240.35
1/18/2023,235.81
1/19/2023,231.93
1/20/2023,240.22
1/23/2023,242.58
1/24/2023,242.04
1/25/2023,240.61
1/26/2023,248
1/27/2023,248.16
1/30/2023,242.71
1/31/2023,247.81
2/1/2023,252.75
2/2/2023,264.6
2/3/2023,258.35
2/6/2023,256.77
2/7/2023,267.56
2/8/2023,266.73
2/9/2023,263.62
2/10/2023,263.1
2/13/2023,271.32
2/14/2023,272.17
2/15/2023,269.32
2/16/2023,262.15
2/17/2023,258.06
2/21/2023,252.67
2/22/2023,251.51
2/23/2023,254.77
2/24/2023,249.22
2/27/2023,250.16
2/28/2023,249.42
3/1/2023,246.27
3/2/2023,251.11
3/3/2023,255.29
3/6/2023,256.87
3/7/2023,254.15
3/8/2023,253.7
3/9/2023,252.32
3/10/2023,248.59
3/13/2023,253.92
3/14/2023,260.79
3/15/2023,265.44
3/16/2023,276.2
3/17/2023,279.43
3/20/2023,272.23
3/21/2023,273.78
3/22/2023,272.29
3/23/2023,277.66
3/24/2023,280.57
3/27/2023,276.38
3/28/2023,275.23
3/29/2023,280.51
3/30/2023,284.05
3/31/2023,288.3
4/3/2023,287.23
4/4/2023,287.18
4/5/2023,284.34
4/6/2023,291.6
4/10/2023,289.39
4/11/2023,282.83
4/12/2023,283.49
4/13/2023,289.84
4/14/2023,286.14
4/17/2023,288.8
4/18/2023,288.37
4/19/2023,288.45
4/20/2023,286.11
4/21/2023,285.76
4/24/2023,281.77
4/25/2023,275.42
4/26/2023,295.37
4/27/2023,304.83
4/28/2023,307.26
5/1/2023,305.56
5/2/2023,305.41
5/3/2023,304.4
5/4/2023,305.41
5/5/2023,310.65
5/8/2023,308.65
5/9/2023,307
5/10/2023,312.31
5/11/2023,310.11
5/12/2023,308.97
5/15/2023,309.46
5/16/2023,311.74
5/17/2023,314
5/18/2023,318.52
5/19/2023,318.34
5/22/2023,321.18
5/23/2023,315.26
5/24/2023,313.85
5/25/2023,325.92
5/26/2023,332.89
5/30/2023,331.21
5/31/2023,328.39
6/1/2023,332.58
6/2/2023,335.4
6/5/2023,335.94
6/6/2023,333.68
6/7/2023,323.38
6/8/2023,325.26
6/9/2023,326.79
6/12/2023,331.85
6/13/2023,334.29
6/14/2023,337.34
6/15/2023,348.1
6/16/2023,342.33
6/20/2023,338.05
6/21/2023,333.56
6/22/2023,339.71
6/23/2023,335.02
6/26/2023,328.6
6/27/2023,334.57
6/28/2023,335.85
6/29/2023,335.05
6/30/2023,340.54
7/3/2023,337.99
7/5/2023,338.15
7/6/2023,341.27
7/7/2023,337.22
7/10/2023,331.83
7/11/2023,332.47
7/12/2023,337.2
7/13/2023,342.66
7/14/2023,345.24
7/17/2023,345.73
7/18/2023,359.49
7/19/2023,355.08
7/20/2023,346.87
7/21/2023,343.77
7/24/2023,345.11
7/25/2023,350.98
7/26/2023,337.77
7/27/2023,330.72
7/28/2023,338.37
7/31/2023,335.92
8/1/2023,336.34
8/2/2023,327.5
8/3/2023,326.66
8/4/2023,327.78
8/7/2023,330.11
8/8/2023,326.05
8/9/2023,322.23
8/10/2023,322.93
8/11/2023,321.01
8/14/2023,324.04
8/15/2023,321.86
8/16/2023,320.4
8/17/2023,316.88
8/18/2023,316.48
8/21/2023,321.88
8/22/2023,322.46
8/23/2023,327
8/24/2023,319.97
8/25/2023,322.98
8/28/2023,323.7
8/29/2023,328.41
8/30/2023,328.79
8/31/2023,327.76
9/1/2023,328.66
9/5/2023,333.55
9/6/2023,332.88
9/7/2023,329.91
9/8/2023,334.27
9/11/2023,337.94
9/12/2023,331.77
9/13/2023,336.06
9/14/2023,338.7
9/15/2023,330.22
9/18/2023,329.06
9/19/2023,328.65
9/20/2023,320.77
9/21/2023,319.53
9/22/2023,317.01
9/25/2023,317.54
9/26/2023,312.14
9/27/2023,312.79
9/28/2023,313.64
9/29/2023,315.75
10/2/2023,321.8
10/3/2023,313.39
10/4/2023,318.96
10/5/2023,319.36
10/6/2023,327.26
10/9/2023,329.82
10/10/2023,328.39
10/11/2023,332.42
10/12/2023,331.16
10/13/2023,327.73
10/16/2023,332.64
10/17/2023,332.06
10/18/2023,330.11
10/19/2023,331.32
10/20/2023,326.67
10/23/2023,329.32
10/24/2023,330.53
10/25/2023,340.67
10/26/2023,327.89
10/27/2023,329.81
10/30/2023,337.31
10/31/2023,338.11
11/1/2023,346.07
11/2/2023,348.32
11/3/2023,352.8
11/6/2023,356.53
11/7/2023,360.53
11/8/2023,363.2
11/9/2023,360.69
11/10/2023,369.67
11/13/2023,366.68
11/14/2023,370.27
11/15/2023,369.67
11/16/2023,376.17
11/17/2023,369.85
11/20/2023,377.44
11/21/2023,373.07
11/22/2023,377.85
11/24/2023,377.43
11/27/2023,378.61
11/28/2023,382.7
11/29/2023,378.85
11/30/2023,378.91
12/1/2023,374.51
12/4/2023,369.14
12/5/2023,372.52
12/6/2023,368.8
12/7/2023,370.95
12/8/2023,374.23
12/11/2023,371.3
12/12/2023,374.38
12/13/2023,374.37
12/14/2023,365.93
12/15/2023,370.73
12/18/2023,372.65
12/19/2023,373.26
12/20/2023,370.62
12/21/2023,373.54
12/22/2023,374.58
12/26/2023,374.66
12/27/2023,374.07
12/28/2023,375.28
12/29/2023,376.04
1/2/2024,370.87
1/3/2024,370.6
1/4/2024,367.94
1/5/2024,367.75
1/8/2024,374.69
1/9/2024,375.79
1/10/2024,382.77
1/11/2024,384.63
1/12/2024,388.47
1/16/2024,390.27
1/17/2024,389.47
1/18/2024,393.87
1/19/2024,398.67
1/22/2024,396.51
1/23/2024,398.9
1/24/2024,402.56
1/25/2024,404.87
1/26/2024,403.93
1/29/2024,409.72
1/30/2024,408.59
1/31/2024,397.58
2/1/2024,403.78
2/2/2024,411.22
2/5/2024,405.65
2/6/2024,405.49
2/7/2024,414.05
2/8/2024,414.11
2/9/2024,420.55
2/12/2024,415.26
2/13/2024,406.32
2/14/2024,409.49
2/15/2024,406.56
2/16/2024,404.06
2/20/2024,402.79
2/21/2024,402.18
2/22/2024,411.65
2/23/2024,410.34
2/26/2024,407.54
2/27/2024,407.48
2/28/2024,407.72
2/29/2024,413.64
3/1/2024,415.5
3/4/2024,414.92
3/5/2024,402.65
3/6/2024,402.09
3/7/2024,409.14
3/8/2024,406.22
3/11/2024,404.52
3/12/2024,415.28
3/13/2024,415.1
3/14/2024,425.22
3/15/2024,416.42
3/18/2024,417.32
3/19/2024,421.41
3/20/2024,425.23
3/21/2024,429.37
3/22/2024,428.74
3/25/2024,422.86
3/26/2024,421.65
3/27/2024,421.43
3/28/2024,420.72
4/1/2024,424.57
4/2/2024,421.44
4/3/2024,420.45
4/4/2024,417.88
4/5/2024,425.52
4/8/2024,424.59
4/9/2024,426.28
4/10/2024,423.26
4/11/2024,427.93
4/12/2024,421.9
4/15/2024,413.64
4/16/2024,414.58
4/17/2024,411.84
4/18/2024,404.27
4/19/2024,399.12
4/22/2024,400.96
4/23/2024,407.57
4/24/2024,409.06
4/25/2024,399.04
4/26/2024,406.32
4/29/2024,402.25
4/30/2024,389.33
5/1/2024,394.94
5/2/2024,397.84
5/3/2024,406.66
5/6/2024,413.54
5/7/2024,409.34
5/8/2024,410.54
5/9/2024,412.32
5/10/2024,414.74
5/13/2024,413.72
5/14/2024,416.56
5/15/2024,423.08
5/16/2024,420.99
5/17/2024,420.21
5/20/2024,425.34
5/21/2024,429.04
5/22/2024,430.52
5/23/2024,427
5/24/2024,430.16
5/28/2024,430.32
5/29/2024,429.17
5/30/2024,414.67
5/31/2024,415.13
6/3/2024,413.52
6/4/2024,416.07
6/5/2024,424.01
6/6/2024,424.52
6/7/2024,423.85
6/10/2024,427.87
6/11/2024,432.68
6/12/2024,441.06
6/13/2024,441.58
6/14/2024,442.57
6/17/2024,448.37
6/18/2024,446.34
6/20/2024,445.7
6/21/2024,449.78
6/24/2024,447.67
6/25/2024,450.95
6/26/2024,452.16
6/27/2024,452.85
6/28/2024,446.95
7/1/2024,456.73
7/2/2024,459.28
7/3/2024,460.77
7/5/2024,467.56
7/8/2024,466.24
7/9/2024,459.54
7/10/2024,466.25
7/11/2024,454.7
7/12/2024,453.55
7/15/2024,453.96
7/16/2024,449.52
7/17/2024,443.52
7/18/2024,440.37
7/19/2024,437.11
7/22/2024,442.94
7/23/2024,444.85
7/24/2024,428.9
7/25/2024,418.4
7/26/2024,425.27
7/29/2024,426.73
7/30/2024,422.92
7/31/2024,418.35
8/1/2024,417.11
8/2/2024,408.49
8/5/2024,395.15
8/6/2024,399.61
8/7/2024,398.43
8/8/2024,402.69
8/9/2024,406.02
8/12/2024,406.81
8/13/2024,414.01
8/14/2024,416.86
8/15/2024,421.03
8/16/2024,418.47
8/19/2024,421.53
8/20/2024,424.8
8/21/2024,424.14
8/22/2024,415.55
8/23/2024,416.79
8/26/2024,413.49
8/27/2024,413.84
8/28/2024,410.6
8/29/2024,413.12
8/30/2024,417.14
9/3/2024,409.44
9/4/2024,408.9
9/5/2024,408.39
9/6/2024,401.7
9/9/2024,405.72
9/10/2024,414.2
9/11/2024,423.04
9/12/2024,427
9/13/2024,430.59
9/16/2024,431.34
9/17/2024,435.15
9/18/2024,430.81
9/19/2024,438.69
9/20/2024,435.27
9/23/2024,433.51
9/24/2024,429.17
9/25/2024,432.11
9/26/2024,431.31
9/27/2024,428.02
9/30/2024,430.3
10/1/2024,420.69
10/2/2024,417.13
10/3/2024,416.54
10/4/2024,416.06
